structural_family_id,member_count,malicious_count,benign_count,source_count
FAMILY_1643,1,1,0,1
FAMILY_1644,1,1,0,1
FAMILY_1645,1,1,0,1
FAMILY_1646,1,1,0,1
FAMILY_1647,1,1,0,1
FAMILY_1648,3,3,0,1
FAMILY_1649,1,1,0,1
FAMILY_1650,1,1,0,1
FAMILY_1651,1,1,0,1
FAMILY_1652,1,1,0,1
FAMILY_1653,2,2,0,1
FAMILY_1654,1,1,0,1
FAMILY_1655,1,1,0,1
FAMILY_1656,2,2,0,1
FAMILY_1657,1,1,0,1
FAMILY_1658,2,2,0,1
FAMILY_1659,1,1,0,1
FAMILY_1660,2,2,0,1
FAMILY_1661,1,1,0,1
FAMILY_1662,1,1,0,1
FAMILY_1663,1,1,0,1
FAMILY_1664,1,1,0,1
FAMILY_1665,2,2,0,1
FAMILY_1666,2,2,0,1
FAMILY_1667,1,1,0,1
FAMILY_1668,1,1,0,1
FAMILY_1669,1,1,0,1
FAMILY_1670,1,1,0,1
FAMILY_1671,1,1,0,1
FAMILY_1672,1,1,0,1
FAMILY_1673,1,1,0,1
FAMILY_1674,1,1,0,1
FAMILY_1675,1,1,0,1
FAMILY_1676,1,1,0,1
FAMILY_1677,1,1,0,1
FAMILY_1678,1,1,0,1
FAMILY_1679,1,1,0,1
FAMILY_1680,1,1,0,1
FAMILY_1681,1,1,0,1
FAMILY_1682,1,1,0,1
FAMILY_1683,1,1,0,1
FAMILY_1684,1,1,0,1
FAMILY_1685,1,1,0,1
FAMILY_1686,1,1,0,1
FAMILY_1687,1,1,0,1
FAMILY_1688,1,1,0,1
FAMILY_1689,1,1,0,1
FAMILY_1690,1,1,0,2
FAMILY_1691,1,1,0,1
FAMILY_1692,1,1,0,1
FAMILY_1693,1,1,0,1
FAMILY_1694,1,1,0,1
FAMILY_1695,1,1,0,1
FAMILY_1696,1,1,0,1
FAMILY_1697,1,1,0,1
FAMILY_1698,1,1,0,1
FAMILY_1699,1,1,0,1
FAMILY_1700,1,1,0,1
FAMILY_1701,1,1,0,1
FAMILY_1702,1,1,0,1
FAMILY_1703,1,1,0,1
FAMILY_1704,1,1,0,1
FAMILY_1705,1,1,0,1
FAMILY_1706,1,1,0,1
FAMILY_1707,1,1,0,1
FAMILY_1708,1,1,0,1
FAMILY_1709,1,1,0,1
FAMILY_1710,1,1,0,1
FAMILY_1711,1,1,0,1
FAMILY_1712,1,1,0,1
FAMILY_1713,1,1,0,1
FAMILY_1714,1,1,0,1
FAMILY_1715,1,1,0,1
FAMILY_1716,2,2,0,1
FAMILY_1717,2,2,0,1
FAMILY_1718,1,1,0,1
FAMILY_1719,1,1,0,1
FAMILY_1720,1,1,0,1
FAMILY_1721,2,2,0,1
FAMILY_1722,1,1,0,1
FAMILY_1723,1,1,0,1
FAMILY_1724,4,4,0,1
FAMILY_1725,1,1,0,1
FAMILY_1726,1,1,0,1
FAMILY_1727,1,1,0,1
FAMILY_1728,1,1,0,1
FAMILY_1729,2,2,0,1
FAMILY_1730,1,1,0,1
FAMILY_1731,1,1,0,1
FAMILY_1732,1,1,0,1
FAMILY_1733,2,2,0,1
FAMILY_1734,2,2,0,3
FAMILY_1735,1,1,0,1
FAMILY_1736,1,1,0,1
FAMILY_1737,1,1,0,1
FAMILY_1738,1,1,0,1
FAMILY_1739,1,1,0,1
FAMILY_1740,1,1,0,1
FAMILY_1741,3,3,0,1
FAMILY_1742,1,1,0,1
FAMILY_1743,1,1,0,1
FAMILY_1744,1,1,0,1
FAMILY_1745,1,1,0,1
FAMILY_1746,1,1,0,1
FAMILY_1747,1,1,0,1
FAMILY_1748,1,1,0,1
FAMILY_1749,1,1,0,1
FAMILY_1750,1,1,0,1
FAMILY_1751,2,2,0,1
FAMILY_1752,1,1,0,1
FAMILY_1753,1,1,0,1
FAMILY_1754,3,3,0,1
FAMILY_1755,2,2,0,1
FAMILY_1756,1,1,0,1
FAMILY_1757,1,1,0,1
FAMILY_1758,1,1,0,1
FAMILY_1759,1,1,0,1
FAMILY_1760,1,1,0,1
FAMILY_1761,1,1,0,1
FAMILY_1762,1,1,0,1
FAMILY_1763,1,1,0,1
FAMILY_1764,1,1,0,1
FAMILY_1765,2,2,0,1
FAMILY_1766,2,2,0,1
FAMILY_1767,1,1,0,1
FAMILY_1768,1,1,0,1
FAMILY_1769,1,1,0,1
FAMILY_1770,1,1,0,1
FAMILY_1771,2,2,0,1
FAMILY_1772,1,1,0,1
FAMILY_1773,1,1,0,1
FAMILY_1774,1,1,0,1
FAMILY_1775,1,1,0,1
FAMILY_1776,2,2,0,1
FAMILY_1777,1,1,0,1
FAMILY_1778,1,1,0,1
FAMILY_1779,1,1,0,1
FAMILY_1780,1,1,0,1
FAMILY_1781,3,3,0,3
FAMILY_1782,3,3,0,3
FAMILY_1783,1,1,0,1
FAMILY_1784,1,1,0,1
FAMILY_1785,2,2,0,1
FAMILY_1786,1,1,0,1
FAMILY_1787,1,1,0,1
FAMILY_1788,1,1,0,1
FAMILY_1789,1,1,0,1
FAMILY_1790,1,1,0,1
FAMILY_1791,1,1,0,1
FAMILY_1792,1,1,0,1
FAMILY_1793,1,1,0,1
FAMILY_1794,1,1,0,1
FAMILY_1795,1,1,0,1
FAMILY_1796,1,1,0,1
FAMILY_1797,1,1,0,1
FAMILY_1798,1,1,0,1
FAMILY_1799,1,1,0,1
FAMILY_1800,1,1,0,1
FAMILY_1801,1,1,0,1
FAMILY_1802,1,1,0,1
FAMILY_1803,2,2,0,1
FAMILY_1804,1,1,0,1
FAMILY_1805,2,2,0,1
FAMILY_1806,1,1,0,1
FAMILY_1807,1,1,0,1
FAMILY_1808,2,2,0,1
FAMILY_1809,1,1,0,1
FAMILY_1810,3,3,0,1
FAMILY_1811,1,1,0,1
FAMILY_1812,1,1,0,1
FAMILY_1813,1,1,0,1
FAMILY_1814,1,1,0,1
FAMILY_1815,1,1,0,1
FAMILY_1816,1,1,0,1
FAMILY_1817,1,1,0,1
FAMILY_1818,1,1,0,1
FAMILY_1819,1,1,0,1
FAMILY_1820,1,1,0,1
FAMILY_1821,1,1,0,1
FAMILY_1822,3,3,0,1
FAMILY_1823,1,1,0,1
FAMILY_1824,5,5,0,1
FAMILY_1825,1,1,0,1
FAMILY_1826,2,2,0,1
FAMILY_1827,1,1,0,1
FAMILY_1828,1,1,0,1
FAMILY_1829,1,1,0,1
FAMILY_1830,1,1,0,1
FAMILY_1831,1,1,0,1
FAMILY_1832,3,3,0,1
FAMILY_1833,1,1,0,1
FAMILY_1834,1,1,0,1
FAMILY_1835,1,1,0,1
FAMILY_1836,1,1,0,1
FAMILY_1837,2,2,0,1
FAMILY_1838,2,2,0,1
FAMILY_1839,1,1,0,1
FAMILY_1840,1,1,0,1
FAMILY_1841,1,1,0,1
FAMILY_1842,2,2,0,1
FAMILY_1843,7,7,0,1
FAMILY_1844,1,1,0,1
FAMILY_1845,2,2,0,1
FAMILY_1846,1,1,0,1
FAMILY_1847,1,1,0,1
FAMILY_1848,1,1,0,1
FAMILY_1849,1,1,0,1
FAMILY_1850,1,1,0,1
FAMILY_1851,1,1,0,1
FAMILY_1852,1,1,0,1
FAMILY_1853,1,1,0,1
FAMILY_1854,1,1,0,1
FAMILY_1855,2,2,0,1
FAMILY_1856,1,1,0,1
FAMILY_1857,1,1,0,1
FAMILY_1858,1,1,0,1
FAMILY_1859,2,2,0,1
FAMILY_1860,1,1,0,1
FAMILY_1861,1,1,0,1
FAMILY_1862,1,1,0,1
FAMILY_1863,1,1,0,1
FAMILY_1864,1,1,0,1
FAMILY_1865,1,1,0,1
FAMILY_1866,1,1,0,1
FAMILY_1867,1,1,0,1
FAMILY_1868,1,1,0,1
FAMILY_1869,1,1,0,1
FAMILY_1870,1,1,0,1
FAMILY_1871,1,1,0,1
FAMILY_1872,2,2,0,2
FAMILY_1873,1,1,0,1
FAMILY_1874,1,1,0,1
FAMILY_1875,1,1,0,1
FAMILY_1876,1,1,0,1
FAMILY_1877,1,1,0,1
FAMILY_1878,1,1,0,1
FAMILY_1879,2,2,0,1
FAMILY_1880,1,1,0,1
FAMILY_1881,1,1,0,1
FAMILY_1882,2,2,0,1
FAMILY_1883,1,1,0,1
FAMILY_1884,2,2,0,1
FAMILY_1885,1,1,0,1
FAMILY_1886,1,1,0,1
FAMILY_1887,1,1,0,1
FAMILY_1888,1,1,0,1
FAMILY_1889,1,1,0,1
FAMILY_1890,1,1,0,1
FAMILY_1891,1,1,0,1
FAMILY_1892,1,1,0,1
FAMILY_1893,2,2,0,1
FAMILY_1894,1,1,0,1
FAMILY_1895,1,1,0,1
FAMILY_1896,1,1,0,1
FAMILY_1897,1,1,0,1
FAMILY_1898,3,3,0,1
FAMILY_1899,1,1,0,1
FAMILY_1900,1,1,0,1
FAMILY_1901,1,1,0,1
FAMILY_1902,1,1,0,1
FAMILY_1903,1,1,0,1
FAMILY_1904,2,2,0,1
FAMILY_1905,1,1,0,1
FAMILY_1906,2,2,0,1
FAMILY_1907,1,1,0,1
FAMILY_1908,1,1,0,1
FAMILY_1909,1,1,0,1
FAMILY_1910,1,1,0,1
FAMILY_1911,1,1,0,1
FAMILY_1912,1,1,0,1
FAMILY_1913,1,1,0,1
FAMILY_1914,3,3,0,1
FAMILY_1915,1,1,0,1
FAMILY_1916,1,1,0,1
FAMILY_1917,1,1,0,1
FAMILY_1918,1,1,0,1
FAMILY_1919,1,1,0,1
FAMILY_1920,1,1,0,1
FAMILY_1921,1,1,0,1
FAMILY_1922,1,1,0,1
FAMILY_1923,3,3,0,1
FAMILY_1924,1,1,0,3
FAMILY_1925,1,1,0,1
FAMILY_1926,1,1,0,1
FAMILY_1927,1,1,0,1
FAMILY_1928,1,1,0,1
FAMILY_1929,1,1,0,1
FAMILY_1930,1,1,0,1
FAMILY_1931,1,1,0,1
FAMILY_1932,1,1,0,1
FAMILY_1933,1,1,0,1
FAMILY_1934,1,1,0,1
FAMILY_1935,1,1,0,1
FAMILY_1936,1,1,0,1
FAMILY_1937,3,3,0,1
FAMILY_1938,2,2,0,1
FAMILY_1939,2,2,0,1
FAMILY_1940,1,1,0,1
FAMILY_1941,2,2,0,1
FAMILY_1942,1,1,0,1
FAMILY_1943,1,1,0,1
FAMILY_1944,1,1,0,1
FAMILY_1945,1,1,0,1
FAMILY_1946,1,1,0,1
FAMILY_1947,1,1,0,1
FAMILY_1948,2,2,0,1
FAMILY_1949,1,1,0,1
FAMILY_1950,1,1,0,1
FAMILY_1951,3,3,0,4
FAMILY_1952,1,1,0,1
FAMILY_1953,1,1,0,1
FAMILY_1954,1,1,0,1
FAMILY_1955,1,1,0,1
FAMILY_1956,1,1,0,1
FAMILY_1957,1,1,0,1
FAMILY_1958,1,1,0,1
FAMILY_1959,1,1,0,1
FAMILY_1960,1,1,0,1
FAMILY_1961,1,1,0,1
FAMILY_1962,1,1,0,1
FAMILY_1963,1,1,0,1
FAMILY_1964,1,1,0,1
FAMILY_1965,1,1,0,1
FAMILY_1966,2,2,0,1
FAMILY_1967,2,2,0,1
FAMILY_1968,1,1,0,1
FAMILY_1969,1,1,0,1
FAMILY_1970,1,1,0,1
FAMILY_1971,1,1,0,1
FAMILY_1972,2,2,0,1
FAMILY_1973,2,2,0,2
FAMILY_1974,1,1,0,1
FAMILY_1975,1,1,0,1
FAMILY_1976,3,3,0,1
FAMILY_1977,1,1,0,1
FAMILY_1978,1,1,0,1
FAMILY_1979,1,1,0,1
FAMILY_1980,1,1,0,1
FAMILY_1981,1,1,0,1
FAMILY_1982,1,1,0,1
FAMILY_1983,3,3,0,3
FAMILY_1984,1,1,0,1
FAMILY_1985,1,1,0,2
FAMILY_1986,1,1,0,1
FAMILY_1987,3,3,0,1
FAMILY_1988,1,1,0,1
FAMILY_1989,1,1,0,1
FAMILY_1990,1,1,0,1
FAMILY_1991,2,2,0,1
FAMILY_1992,1,1,0,1
FAMILY_1993,2,2,0,1
FAMILY_1994,2,2,0,1
FAMILY_1995,1,1,0,1
FAMILY_1996,1,1,0,1
FAMILY_1997,2,2,0,1
FAMILY_1998,1,1,0,1
FAMILY_1999,2,2,0,1
FAMILY_2000,2,2,0,1
FAMILY_2001,1,1,0,1
FAMILY_2002,1,1,0,1
FAMILY_2003,1,1,0,1
FAMILY_2004,1,1,0,1
FAMILY_2005,2,2,0,1
FAMILY_2006,1,1,0,1
FAMILY_2007,1,1,0,1
FAMILY_2008,1,1,0,1
FAMILY_2009,2,2,0,1
FAMILY_2010,1,1,0,1
FAMILY_2011,1,1,0,1
FAMILY_2012,1,1,0,1
FAMILY_2013,1,1,0,1
FAMILY_2014,1,1,0,1
FAMILY_2015,1,1,0,1
FAMILY_2016,1,1,0,1
FAMILY_2017,1,1,0,1
FAMILY_2018,1,1,0,1
FAMILY_2019,1,1,0,1
FAMILY_2020,1,1,0,1
FAMILY_2021,1,1,0,1
FAMILY_2022,2,2,0,1
FAMILY_2023,2,2,0,1
FAMILY_2024,1,1,0,1
FAMILY_2025,1,1,0,1
FAMILY_2026,1,1,0,1
FAMILY_2027,1,1,0,1
FAMILY_2028,1,1,0,1
FAMILY_2029,1,1,0,1
FAMILY_2030,1,1,0,1
FAMILY_2031,1,1,0,1
FAMILY_2032,1,1,0,1
FAMILY_2033,1,1,0,1
FAMILY_2034,1,1,0,1
FAMILY_2035,1,1,0,1
FAMILY_2036,1,1,0,1
FAMILY_2037,1,1,0,1
FAMILY_2038,1,1,0,1
FAMILY_2039,10,10,0,2
FAMILY_2040,1,1,0,1
FAMILY_2041,1,1,0,1
FAMILY_2042,1,1,0,1
FAMILY_2043,1,1,0,1
FAMILY_2044,1,1,0,1
FAMILY_2045,1,1,0,1
FAMILY_2046,1,1,0,1
FAMILY_2047,1,1,0,1
FAMILY_2048,2,2,0,1
FAMILY_2049,1,1,0,1
FAMILY_2050,1,1,0,1
FAMILY_2051,1,1,0,1
FAMILY_2052,1,1,0,1
FAMILY_2053,1,1,0,1
FAMILY_2054,1,1,0,1
FAMILY_2055,2,2,0,1
FAMILY_2056,1,1,0,1
FAMILY_2057,2,2,0,1
FAMILY_2058,1,1,0,1
FAMILY_2059,1,1,0,1
FAMILY_2060,2,2,0,1
FAMILY_2061,1,1,0,1
FAMILY_2062,1,1,0,1
FAMILY_2063,1,1,0,1
FAMILY_2064,1,1,0,1
FAMILY_2065,1,1,0,1
FAMILY_2066,1,1,0,1
FAMILY_2067,1,1,0,1
FAMILY_2068,1,1,0,1
FAMILY_2069,2,2,0,1
FAMILY_2070,1,1,0,1
FAMILY_2071,1,1,0,1
FAMILY_2072,1,1,0,1
FAMILY_2073,1,1,0,1
FAMILY_2074,1,1,0,1
FAMILY_2075,1,1,0,1
FAMILY_2076,1,1,0,1
FAMILY_2077,1,1,0,1
FAMILY_2078,1,1,0,1
FAMILY_2079,3,3,0,1
FAMILY_2080,1,1,0,1
FAMILY_2081,1,1,0,1
FAMILY_2082,1,1,0,1
FAMILY_2083,1,1,0,1
FAMILY_2084,1,1,0,1
FAMILY_2085,1,1,0,1
FAMILY_2086,1,1,0,1
FAMILY_2087,1,1,0,1
FAMILY_2088,2,2,0,1
FAMILY_2089,1,1,0,1
FAMILY_2090,1,1,0,1
FAMILY_2091,1,1,0,1
FAMILY_2092,1,1,0,1
FAMILY_2093,5,5,0,1
FAMILY_2094,1,1,0,1
FAMILY_2095,1,1,0,1
FAMILY_2096,2,2,0,1
FAMILY_2097,1,1,0,1
FAMILY_2098,1,1,0,1
FAMILY_2099,3,3,0,1
FAMILY_2100,1,1,0,1
FAMILY_2101,1,1,0,1
FAMILY_2102,1,1,0,1
FAMILY_2103,2,2,0,1
FAMILY_2104,2,2,0,1
FAMILY_2105,1,1,0,1
FAMILY_2106,3,3,0,1
FAMILY_2107,1,1,0,1
FAMILY_2108,1,1,0,1
FAMILY_2109,1,1,0,1
FAMILY_2110,1,1,0,1
FAMILY_2111,1,1,0,1
FAMILY_2112,1,1,0,1
FAMILY_2113,3,3,0,1
FAMILY_2114,1,1,0,1
FAMILY_2115,2,2,0,1
FAMILY_2116,1,1,0,1
FAMILY_2117,2,2,0,1
FAMILY_2118,3,3,0,1
FAMILY_2119,1,1,0,1
FAMILY_2120,1,1,0,1
FAMILY_2121,1,1,0,1
FAMILY_2122,1,1,0,1
FAMILY_2123,1,1,0,1
FAMILY_2124,1,1,0,1
FAMILY_2125,1,1,0,1
FAMILY_2126,2,2,0,1
FAMILY_2127,1,1,0,1
FAMILY_2128,3,3,0,1
FAMILY_2129,1,1,0,1
FAMILY_2130,2,2,0,1
FAMILY_2131,1,1,0,1
FAMILY_2132,1,1,0,1
FAMILY_2133,1,1,0,1
FAMILY_2134,1,1,0,1
FAMILY_2135,1,1,0,1
FAMILY_2136,1,1,0,1
FAMILY_2137,1,1,0,1
FAMILY_2138,1,1,0,1
FAMILY_2139,1,1,0,1
FAMILY_2140,1,1,0,1
FAMILY_2141,1,1,0,1
FAMILY_2142,1,1,0,1
FAMILY_2143,2,2,0,1
FAMILY_2144,1,1,0,1
FAMILY_2145,1,1,0,1
FAMILY_2146,1,1,0,1
FAMILY_2147,1,1,0,1
FAMILY_2148,1,1,0,1
FAMILY_2149,1,1,0,1
FAMILY_2150,1,1,0,1
FAMILY_2151,2,2,0,1
FAMILY_2152,1,1,0,1
FAMILY_2153,3,3,0,1
FAMILY_2154,3,3,0,1
FAMILY_2155,1,1,0,1
FAMILY_2156,1,1,0,1
FAMILY_2157,5,5,0,1
FAMILY_2158,1,1,0,1
FAMILY_2159,1,1,0,1
FAMILY_2160,2,2,0,1
FAMILY_2161,1,1,0,1
FAMILY_2162,1,1,0,1
FAMILY_2163,1,1,0,1
FAMILY_2164,1,1,0,1
FAMILY_2165,1,1,0,1
FAMILY_2166,2,2,0,1
FAMILY_2167,1,1,0,1
FAMILY_2168,1,1,0,1
FAMILY_2169,1,1,0,1
FAMILY_2170,1,1,0,1
FAMILY_2171,1,1,0,1
FAMILY_2172,1,1,0,1
FAMILY_2173,1,1,0,1
FAMILY_2174,1,1,0,1
FAMILY_2175,1,1,0,1
FAMILY_2176,1,1,0,1
FAMILY_2177,2,2,0,1
FAMILY_2178,1,1,0,1
FAMILY_2179,1,1,0,1
FAMILY_2180,1,1,0,1
FAMILY_2181,1,1,0,1
FAMILY_2182,1,1,0,1
FAMILY_2183,1,1,0,1
FAMILY_2184,1,1,0,1
FAMILY_2185,1,1,0,1
FAMILY_2186,1,1,0,1
FAMILY_2187,1,1,0,1
FAMILY_2188,2,2,0,1
FAMILY_2189,1,1,0,1
FAMILY_2190,1,1,0,1
FAMILY_2191,1,1,0,1
FAMILY_2192,1,1,0,1
FAMILY_2193,1,1,0,1
FAMILY_2194,2,2,0,1
FAMILY_2195,1,1,0,1
FAMILY_2196,2,2,0,1
FAMILY_2197,1,1,0,1
FAMILY_2198,1,1,0,1
FAMILY_2199,1,1,0,1
FAMILY_2200,1,1,0,1
FAMILY_2201,3,3,0,1
FAMILY_2202,1,1,0,1
FAMILY_2203,1,1,0,1
FAMILY_2204,1,1,0,1
FAMILY_2205,1,1,0,1
FAMILY_2206,1,1,0,1
FAMILY_2207,1,1,0,1
FAMILY_2208,1,1,0,1
FAMILY_2209,1,1,0,1
FAMILY_2210,1,1,0,1
FAMILY_2211,4,4,0,1
FAMILY_2212,1,1,0,1
FAMILY_2213,1,1,0,1
FAMILY_2214,1,1,0,1
FAMILY_2215,1,1,0,1
FAMILY_2216,1,1,0,1
FAMILY_2217,1,1,0,1
FAMILY_2218,1,1,0,1
FAMILY_2219,1,1,0,1
FAMILY_2220,2,2,0,1
FAMILY_2221,1,1,0,1
FAMILY_2222,1,1,0,1
FAMILY_2223,1,1,0,1
FAMILY_2224,1,1,0,1
FAMILY_2225,2,2,0,1
FAMILY_2226,1,1,0,1
FAMILY_2227,1,1,0,1
FAMILY_2228,1,1,0,1
FAMILY_2229,1,1,0,1
FAMILY_2230,1,1,0,1
FAMILY_2231,2,2,0,1
FAMILY_2232,1,1,0,1
FAMILY_2233,1,1,0,1
FAMILY_2234,1,1,0,1
FAMILY_2235,1,1,0,1
FAMILY_2236,1,1,0,1
FAMILY_2237,1,1,0,1
FAMILY_2238,1,1,0,1
FAMILY_2239,1,1,0,1
FAMILY_2240,1,1,0,1
FAMILY_2241,1,1,0,1
FAMILY_2242,1,1,0,1
FAMILY_2243,1,1,0,1
FAMILY_2244,1,1,0,1
FAMILY_2245,1,1,0,1
FAMILY_2246,1,1,0,1
FAMILY_2247,1,1,0,1
FAMILY_2248,1,1,0,1
FAMILY_2249,1,1,0,1
FAMILY_2250,1,1,0,1
FAMILY_2251,1,1,0,1
FAMILY_2252,1,1,0,1
FAMILY_2253,2,2,0,1
FAMILY_2254,1,1,0,1
FAMILY_2255,1,1,0,1
FAMILY_2256,1,1,0,1
FAMILY_2257,1,1,0,1
FAMILY_2258,1,1,0,1
FAMILY_2259,1,1,0,1
FAMILY_2260,1,1,0,1
FAMILY_2261,1,1,0,1
FAMILY_2262,1,1,0,1
FAMILY_2263,1,1,0,1
FAMILY_2264,1,1,0,1
FAMILY_2265,1,1,0,1
FAMILY_2266,1,1,0,1
FAMILY_2267,1,1,0,1
FAMILY_2268,1,1,0,1
FAMILY_2269,1,1,0,1
FAMILY_2270,1,1,0,1
FAMILY_2271,1,1,0,1
FAMILY_2272,1,1,0,1
FAMILY_2273,1,1,0,1
FAMILY_2274,1,1,0,1
FAMILY_2275,1,1,0,1
FAMILY_2276,1,1,0,1
FAMILY_2277,1,1,0,1
FAMILY_2278,1,1,0,1
FAMILY_2279,1,1,0,1
FAMILY_2280,1,1,0,1
FAMILY_2281,1,1,0,1
FAMILY_2282,1,1,0,1
FAMILY_2283,1,1,0,1
FAMILY_2284,1,1,0,1
FAMILY_2285,1,1,0,1
FAMILY_2286,1,1,0,1
FAMILY_2287,1,1,0,1
FAMILY_2288,1,1,0,1
FAMILY_2289,1,1,0,1
FAMILY_2290,1,1,0,1
FAMILY_2291,1,1,0,1
FAMILY_2292,1,1,0,1
FAMILY_2293,1,1,0,1
FAMILY_2294,1,1,0,1
FAMILY_2295,1,1,0,1
FAMILY_2296,1,1,0,1
FAMILY_2297,2,2,0,1
FAMILY_2298,1,1,0,1
FAMILY_2299,2,2,0,1
FAMILY_2300,1,1,0,1
FAMILY_2301,1,1,0,1
FAMILY_2302,1,1,0,1
FAMILY_2303,2,2,0,1
FAMILY_2304,1,1,0,1
FAMILY_2305,1,1,0,1
FAMILY_2306,1,1,0,1
FAMILY_2307,2,2,0,1
FAMILY_2308,1,1,0,1
FAMILY_2309,1,1,0,1
FAMILY_2310,1,1,0,1
FAMILY_2311,1,1,0,1
FAMILY_2312,2,2,0,1
FAMILY_2313,1,1,0,1
FAMILY_2314,1,1,0,1
FAMILY_2315,1,1,0,1
FAMILY_2316,1,1,0,1
FAMILY_2317,1,1,0,1
FAMILY_2318,1,1,0,1
FAMILY_2319,1,1,0,1
FAMILY_2320,1,1,0,1
FAMILY_2321,1,1,0,1
FAMILY_2322,1,1,0,1
FAMILY_2323,2,2,0,1
FAMILY_2324,1,1,0,1
FAMILY_2325,1,1,0,1
FAMILY_2326,1,1,0,1
FAMILY_2327,1,1,0,1
FAMILY_2328,1,1,0,1
FAMILY_2329,1,1,0,1
FAMILY_2330,3,3,0,1
FAMILY_2331,1,1,0,1
FAMILY_2332,1,1,0,1
FAMILY_2333,3,3,0,1
FAMILY_2334,2,2,0,1
FAMILY_2335,1,1,0,1
FAMILY_2336,2,2,0,1
FAMILY_2337,1,1,0,1
FAMILY_2338,1,1,0,1
FAMILY_2339,1,1,0,1
FAMILY_2340,1,1,0,1
FAMILY_2341,1,1,0,1
FAMILY_2342,2,2,0,1
FAMILY_2343,1,1,0,1
FAMILY_2344,2,2,0,1
FAMILY_2345,3,3,0,1
FAMILY_2346,1,1,0,1
FAMILY_2347,1,1,0,1
FAMILY_2348,2,2,0,1
FAMILY_2349,2,2,0,1
FAMILY_2350,1,1,0,1
FAMILY_2351,1,1,0,1
FAMILY_2352,1,1,0,1
FAMILY_2353,1,1,0,1
FAMILY_2354,1,1,0,1
FAMILY_2355,1,1,0,1
FAMILY_2356,1,1,0,1
FAMILY_2357,1,1,0,1
FAMILY_2358,1,1,0,1
FAMILY_2359,1,1,0,1
FAMILY_2360,1,1,0,1
FAMILY_2361,1,1,0,1
FAMILY_2362,1,1,0,1
FAMILY_2363,1,1,0,1
FAMILY_2364,1,1,0,1
FAMILY_2365,1,1,0,1
FAMILY_2366,1,1,0,1
FAMILY_2367,1,1,0,1
FAMILY_2368,1,1,0,1
FAMILY_2369,1,1,0,1
FAMILY_2370,1,1,0,1
FAMILY_2371,1,1,0,1
FAMILY_2372,1,1,0,1
FAMILY_2373,1,1,0,1
FAMILY_2374,1,1,0,1
FAMILY_2375,1,1,0,1
FAMILY_2376,1,1,0,1
FAMILY_2377,1,1,0,1
FAMILY_2378,1,1,0,1
FAMILY_2379,1,1,0,1
FAMILY_2380,1,1,0,1
FAMILY_2381,1,1,0,1
FAMILY_2382,1,1,0,1
FAMILY_2383,1,1,0,1
FAMILY_2384,1,1,0,1
FAMILY_2385,1,1,0,1
FAMILY_2386,1,1,0,1
FAMILY_2387,1,1,0,1
FAMILY_2388,1,1,0,1
FAMILY_2389,1,1,0,1
FAMILY_2390,1,1,0,1
FAMILY_2391,1,1,0,1
FAMILY_2392,1,1,0,1
FAMILY_2393,1,1,0,1
FAMILY_2394,1,1,0,1
FAMILY_2395,1,1,0,1
FAMILY_2396,3,3,0,1
FAMILY_2397,1,1,0,1
FAMILY_2398,1,1,0,1
FAMILY_2399,1,1,0,1
FAMILY_2400,1,1,0,1
FAMILY_2401,1,1,0,1
FAMILY_2402,1,1,0,1
FAMILY_2403,1,1,0,1
FAMILY_2404,1,1,0,1
FAMILY_2405,1,1,0,1
FAMILY_2406,1,1,0,1
FAMILY_2407,1,1,0,1
FAMILY_2408,1,1,0,1
FAMILY_2409,1,1,0,1
FAMILY_2410,1,1,0,1
FAMILY_2411,1,1,0,1
FAMILY_2412,4,4,0,1
FAMILY_2413,1,1,0,1
FAMILY_2414,1,1,0,1
FAMILY_2415,1,1,0,1
FAMILY_2416,2,2,0,1
FAMILY_2417,1,1,0,1
FAMILY_2418,1,1,0,1
FAMILY_2419,2,2,0,1
FAMILY_2420,1,1,0,1
FAMILY_2421,2,2,0,1
FAMILY_2422,1,1,0,1
FAMILY_2423,1,1,0,1
FAMILY_2424,1,1,0,1
FAMILY_2425,2,2,0,1
FAMILY_2426,1,1,0,1
FAMILY_2427,1,1,0,1
FAMILY_2428,1,1,0,1
FAMILY_2429,1,1,0,1
FAMILY_2430,2,2,0,1
FAMILY_2431,1,1,0,1
FAMILY_2432,1,1,0,1
FAMILY_2433,1,1,0,1
FAMILY_2434,1,1,0,1
FAMILY_2435,1,1,0,1
FAMILY_2436,2,2,0,1
FAMILY_2437,1,1,0,1
FAMILY_2438,1,1,0,1
FAMILY_2439,1,1,0,1
FAMILY_2440,1,1,0,1
FAMILY_2441,1,1,0,1
FAMILY_2442,1,1,0,1
FAMILY_2443,2,2,0,1
FAMILY_2444,1,1,0,1
FAMILY_2445,2,2,0,1
FAMILY_2446,1,1,0,1
FAMILY_2447,1,1,0,1
FAMILY_2448,1,1,0,1
FAMILY_2449,2,2,0,1
FAMILY_2450,1,1,0,1
FAMILY_2451,1,1,0,1
FAMILY_2452,1,1,0,1
FAMILY_2453,1,1,0,1
FAMILY_2454,1,1,0,1
FAMILY_2455,1,1,0,1
FAMILY_2456,1,1,0,1
FAMILY_2457,2,2,0,1
FAMILY_2458,1,1,0,1
FAMILY_2459,2,2,0,1
FAMILY_2460,1,1,0,1
FAMILY_2461,1,1,0,1
FAMILY_2462,1,1,0,1
FAMILY_2463,1,1,0,1
FAMILY_2464,1,1,0,1
